"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-12","66","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-13","65","72","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-14","67","78","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-15","73","95","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-16","76","90","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-17","75","89","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-18","73","80","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-19","69","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-20","67","71","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-21","67","76","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-22","72","87","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-23","79","101","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-24","84","104","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-25","86","100","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-26","77","90","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-27","71","77","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-28","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-29","64","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-30","66","69","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-10-31","65","69","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-01","66","69","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-02","64","68","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-03","64","71","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-04","64","69","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-05","64","69","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-06","63","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-07","65","72","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-08","65","74","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-09","65","70","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-10","64","69","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-11","62","70","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-12","62","68","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-13","62","70","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-14","63","74","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-15","65","76","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-16","67","76","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-17","67","70","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-18","64","76","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-19","65","76","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-20","62","72","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-21","67","79","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-22","74","94","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-23","77","91","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-24","69","82","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-25","69","82","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-26","61","65","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-27","62","67","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-28","61","77","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-29","62","74","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-11-30","61","72","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-01","61","69","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-02","61","71","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-03","60","67","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-04","61","73","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-05","63","74","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-06","61","75","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-07","65","80","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-08","67","78","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-09","67","86","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-10","69","85","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-11","71","83","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-12","66","82","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-13","65","80","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-14","61","72","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-15","64","81","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-16","61","66","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-17","62","74","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-18","62","72","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-19","58","67","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-20","56","60","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-21","55","62","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-22","54","64","41"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-23","56","65","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-24","58","71","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-25","56","67","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-26","56","64","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-27","59","74","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-28","59","72","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-29","63","79","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-30","60","68","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-12-31","56","65","52"
